title,genre,platform
Fire Emblem: Radiant Dawn,strategy turnbased fantasy fantasy tactics,Wii
Max Payne,action shooter thirdperson modern,GameBoyAdvance
The Simpsons: Hit & Run,driving missionbased,PlayStation 2
MLB 2003,sports traditional baseball arcade,PlayStation
Pokemon Stadium 2,strategy general,Nintendo 64
NBA Live 2001,sports traditional team basketball sim sim,PC
Earth 2150,strategy realtime scifi scifi general command,PC
Heavy Metal: F.A.K.K. 2,action shooter shooter thirdperson fantasy arcade,PC
StarLancer,simulation scifi space small spaceship small spaceship combat,PC
Bangai-O HD: Missile Fury,action shooter shooter scrolling scrolling,Xbox 360
GRID Autosport,driving racing simulation gt  street automobile,PC
Dissidia 012: Duodecim Final Fantasy,action fighting fighting 3d 3d,PSP
Mega Man Zero Collection,action miscellaneous platformer compilation 2d,DS
Sonic & Sega All-Stars Racing,driving racing arcade kart kart automobile,DS
The Magic Obelisk,action adventure modern modern,Wii
Pro Evolution Soccer 2010,sports traditional team soccer sim sim,PC
Lunar: Silver Star Story Complete,roleplaying consolestyle rpg,PlayStation
ATOMIK: RunGunJumpGun,action platformer shooter 2d shootemup horizontal,Switch
Disney Infinity 3.0 Edition,action adventure general,XboxOne
Greed Corp,strategy turnbased modern general modern,PlayStation 3
WarioWare Gold,miscellaneous party  minigame,3DS
Call of Duty: Ghosts,action shooter shooter firstperson modern modern arcade,XboxOne
The Walking Dead: Season Two Episode 4 - Amid the Ruins,general action adventure general pointandclick,PC
Call of Juarez: Bound in Blood,action shooter shooter firstperson historic historic arcade,PC
Assassin's Creed Syndicate,historic action adventure openworld,XboxOne
Metal Slug Anthology,miscellaneous compilation compilation,PSP
Hearthstone: Curse of Naxxramas,strategy miscellaneous turnbased card battle,PC
Rock Band Blitz,action miscellaneous rhythm music music,Xbox 360
Worms W.M.D,strategy turnbased artillery,PlayStation 4
Oreshika: Tainted Bloodlines,roleplaying general,PlayStationVita
The Sims 2 Seasons,simulation miscellaneous virtual life virtual virtual life,PC
Darknet,puzzle general,PlayStation 4
Amnesia Collection,miscellaneous compilation,PlayStation 4
Life is Strange: Episode 2 - Out of Time,action adventure general,PlayStation 4
Kinect Nat Geo TV,miscellaneous edutainment edutainment,Xbox 360
Joint Operations: Escalation,action shooter shooter firstperson modern tactical modern,PC
Skylanders Trap Team,action platformer 3d,PlayStation 4
Charlie Murder,action beatemup beatemup 2d,Xbox 360
Call of Duty: Ghosts,action shooter shooter firstperson modern modern arcade,PlayStation 4
Viva Pinata,simulation miscellaneous virtual life virtual virtual life,PC
EyeToy: Kinetic,sports general,PlayStation 2
Bejeweled Twist,miscellaneous puzzle puzzle puzzle matching matching,PC
Mercury Meltdown,miscellaneous puzzle puzzle general puzzle general,PSP
The Banner Saga 2,roleplaying general strategy turnbased tactics,PlayStation 4
Plants vs Zombies: Garden Warfare,general action general shooter thirdperson tactical,PC
Dragon Ball: Origins,action action adventure general general,DS
SingStar '80s,miscellaneous rhythm music,PlayStation 2
The Legend of Zelda: Breath of the Wild - The Master Trials,action adventure openworld,Switch
Melty Blood: Actress Again Current Code,action fighting 2d,PC
Rune Factory 4,strategy breedingconstructing general breedingconstructing,3DS
Thomas Was Alone,action platformer platformer 2d 2d,PlayStationVita
Little Nightmares,action adventure general linear,PlayStation 4
PlanetSide 2,action shooter shooter firstperson scifi scifi tactical arcade,PlayStation 4
NHL 2K7,sports traditional ice hockey sim,Xbox
Metal Slug 3,action shooter shooter scrolling scrolling shootemup vertical horizontal,Xbox 360
Offworld Trading Company,strategy realtime management general business  tycoon,PC
GRID 2,driving racing simulation gt  street gt  street automobile,Xbox 360
Atelier Shallie Plus: Alchemists of the Dusk Sea,roleplaying japanesestyle,PlayStationVita
Medal of Honor: Airborne,action shooter shooter firstperson historic historic arcade,PC
Rebelstar: Tactical Command,strategy turnbased scifi,GameBoyAdvance
A Kingdom for Keflings,strategy breedingconstructing general breedingconstructing,Xbox 360
Red Faction,action shooter shooter firstperson scifi scifi arcade,PC
Disney's Extreme Skate Adventure,sports alternative skateboarding,PlayStation 2
Stronghold: Crusader,strategy realtime historic general historic,PC
Dragon Warrior VII,roleplaying consolestyle rpg,PlayStation
NHL Hitz 20-02,sports traditional ice hockey arcade,PlayStation 2
Konami Krazy Racers,driving racing kart,GameBoyAdvance
Summoner,roleplaying action rpg action rpg,PC
Armored Core 2,simulation scifi mech,PlayStation 2
Madden NFL 2001,sports traditional team football sim sim,PC
ATV Offroad Fury 3,driving racing rally  offroad,PlayStation 2
Death Squared,general puzzle action,Switch
Wargame: Red Dragon,strategy realtime historic tactics,PC
Inazuma Eleven,sports traditional team soccer arcade,3DS
WWE SmackDown vs. Raw 2007,action sports fighting fighting individual wrestling combat wrestling,PSP
MySims Agents,miscellaneous puzzle action puzzle puzzle action,Wii
Shin Megami Tensei: Devil Survivor Overclocked,roleplaying strategy turnbased general general tactics,3DS
Bridge Constructor Portal,simulation virtual career,XboxOne
This War of Mine: The Little Ones,strategy realtime general,PlayStation 4
Need for Speed: Carbon,driving racing simulation gt  street gt  street automobile,PC
Top Gear Rally,driving racing rally  offroad,GameBoyAdvance
Etherlords II,strategy turnbased fantasy general fantasy,PC
Ace Combat: Assault Horizon,action simulation flight flight combat,Xbox 360
Samurai Gunn,general action general,PC
The Walking Dead: 400 Days,action miscellaneous adventure general compilation pointandclick,PC
Fortnite,action shooter thirdperson tactical,PlayStation 4
WWE SmackDown vs. Raw 2009,action fighting wrestling,PlayStation 2
El Shaddai: Ascension of the Metatron,action action adventure general fantasy general fantasy,PlayStation 3
Ghostbusters: The Video Game,action general general,PlayStation 3
New Super Mario Bros. 2,action platformer platformer 2d 2d,3DS
DeathSpank: Thongs of Virtue,roleplaying action rpg action rpg,PC
Tabula Rasa,roleplaying massively multiplayer online massively multiplayer scifi,PC
Oxenfree,action adventure adventure general,XboxOne
NFL Street 2,sports traditional football arcade,Xbox
Dead Rising 3,general action action adventure general openworld,XboxOne
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,adventure general,PlayStation 4
Mount & Blade: Warband,roleplaying pcstyle rpg pcstyle rpg westernstyle,PC
Nancy Drew: The Ransom of the Seven Ships,adventure 3d firstperson modern,PC
Madden NFL 08,sports traditional football sim,PlayStation 2
Tom Clancy's Splinter Cell Double Agent,action adventure modern general modern,PlayStation 3
LEGO Star Wars,action adventure scifi,PlayStation 2
RiME,action adventure general 3d thirdperson,PC
Alien Hominid,action shooter scrolling,PlayStation 2
Crash Bandicoot N. Sane Trilogy,miscellaneous compilation,Switch
Grand Slam Tennis,sports traditional individual tennis tennis,Wii
Switchball,miscellaneous puzzle action puzzle general general,Xbox 360
Wario Land: Shake It!,action platformer platformer 2d 2d,Wii
Star Wars Republic Commando,action shooter firstperson scifi,Xbox
Hue,puzzle action,XboxOne
Ibb & Obb,miscellaneous puzzle action general general,PlayStation 3
Deadlight,action general platformer platformer 2d 2d,PC
Fallout 3: The Pitt,roleplaying firstperson firstperson westernstyle,PC
Hyrule Warriors: Definitive Edition,action beatemup 3d,Switch
LEGO Indiana Jones: The Original Adventures,action adventure adventure general general,Wii
Pro Evolution Soccer 2014,sports traditional team soccer sim sim,PlayStation 3
Skylanders Giants,action platformer platformer 3d 3d,Wii
Chibi-Robo! Park Patrol,action adventure fantasy general fantasy,DS
Dead Space 3,action action adventure shooter shooter linear thirdperson scifi scifi,Xbox 360
R.U.S.E.,strategy realtime historic general historic,Xbox 360
Galak-Z: The Dimensional,action shooter shootemup vertical,PC
Anomaly: Warzone Earth,action strategy general realtime scifi general,PlayStation 3
Boktai 2: Solar Boy Django,roleplaying action rpg,GameBoyAdvance
ESPN Major League Baseball,sports traditional baseball sim,Xbox
Road Rash: Jailbreak,driving racing motorcycle street,GameBoyAdvance
Iridion II,action shooter scrolling,GameBoyAdvance
All-Star Baseball 2004,sports traditional baseball sim,PlayStation 2
Austerlitz: Napoleon's Greatest Victory,strategy wargame realtime realtime,PC
Dropship: United Peace Force,simulation scifi futuristic jet,PlayStation 2
MotoGP 2,driving racing motorcycle street,PlayStation 2
Luigi's Mansion,action adventure fantasy,GameCube
Desperados: Wanted Dead or Alive,strategy general general,PC
Mars Matrix,action general,Dreamcast
Zone of the Enders,simulation scifi mech,PlayStation 2
Dirt Track Racing: Sprint Cars,driving racing simulation stock car stock car automobile,PC
Star Trek: Bridge Crew,action adventure general,PC
Alice in Wonderland,action action adventure general general fantasy,DS
Ridge Racer 7,driving racing arcade arcade automobile,PlayStation 3
ABZU,fantasy action adventure adventure general 3d thirdperson,PlayStation 4
Bad Apple Wars,adventure visual novel,PlayStationVita
Toki Tori 2 +,puzzle action,PlayStation 4
Joe Dever's Lone Wolf HD Remastered,action adventure general,PC
Every Extend Extra Extreme,action shooter shooter static static shootemup topdown,Xbox 360
Life is Strange: Before the Storm - Episode 1: Awake,action adventure general,PlayStation 4
Tropico 4,strategy tycoon management tycoon government,PC
Call of Duty: Infinite Warfare,action shooter firstperson tactical,XboxOne
Vaporum,roleplaying action rpg,PC
Ironcast,puzzle matching,XboxOne
AR-K Episode 3: The Great Escape,adventure general,PC
World Class Poker with T.J. Cloutier,miscellaneous parlor gambling gambling,PC
Puzzle Quest: Challenge of the Warlords,miscellaneous puzzle puzzle matching,PlayStation 2
Tales From The Borderlands: Episode 2 - Atlas Mugged,adventure general,PC
Injustice: Gods Among Us,action fighting fighting 2d 2d,PlayStation 3
The Count Lucanor,action adventure general,PC
Five Nights at Freddy's,action adventure adventure general survival,PC
Baseball Mogul 2007,sports traditional team baseball management management sim,PC
Outlast,horror action adventure horror survival,PlayStation 4
NASCAR 06: Total Team Control,driving racing stock car,PlayStation 2
Pac-Man Championship Edition 2,action arcade,PC
Call of Duty: Black Ops III - Zombies Chronicles,action shooter firstperson arcade,PlayStation 4
Crashlands,roleplaying action rpg,PC
King's Bounty: Crossworlds,strategy turnbased fantasy general fantasy,PC
Everybody's Gone to the Rapture,action general general adventure 3d firstperson,PlayStation 4
Dawn of Discovery: Venice,simulation general general,PC
EyeToy: Play 2,miscellaneous general,PlayStation 2
Pro Evolution Soccer 2010,sports traditional team soccer sim sim,Xbox 360
Mega Man 10,action platformer platformer 2d 2d,PlayStation 3
Legendary Gary,strategy turnbased general,PC
Everybody's Golf,traditional sports individual golf arcade,PlayStation 4
Shadows of Adam,roleplaying japanesestyle,PC
Flywrench,action general,PlayStation 4
Style Savvy: Fashion Forward,simulation virtual career,3DS
Dungelot: Shattered Lands,roleplaying strategy turnbased general tactics,PC
Dying Light: The Following,action adventure survival,PlayStation 4
Teslagrad,action platformer 2d,PlayStation 4
The Walking Dead: Season Two Episode 4 - Amid the Ruins,general action adventure general pointandclick,PlayStation 3
Battlefield 3: End Game,action shooter shooter firstperson modern tactical modern arcade,PC
Marvel vs. Capcom Origins,action miscellaneous fighting compilation 2d,Xbox 360
Call of Duty: Black Ops - Annihilation,action shooter shooter firstperson tactical historic arcade historic,Xbox 360
Ace Attorney Investigations: Miles Edgeworth,adventure general general visual novel,DS
Top Spin 3,sports traditional individual tennis tennis,Xbox 360
Fire Pro Wrestling Returns,action fighting wrestling,PlayStation 2
NCAA March Madness 2005,sports traditional basketball sim,PlayStation 2
Pac-Man vs.,miscellaneous puzzle general,GameCube
World Tour Soccer 2003,sports traditional soccer sim,PlayStation 2
Crash Bandicoot: The Huge Adventure,action platformer 2d,GameBoyAdvance
Amped: Freestyle Snowboarding,sports alternative snowboarding,Xbox
Dave Mirra Freestyle BMX 2,sports alternative biking,GameCube
Tony Hawk's Pro Skater 2x,sports alternative skateboarding,Xbox
NHL FaceOff 2001,sports traditional ice hockey sim,PlayStation
Castlevania,action platformer 3d,Nintendo 64
Titan Quest,roleplaying action rpg action rpg,PC
Call of Duty 2: Big Red One,action shooter firstperson historic,PlayStation 2
Tom Clancy's Ghost Recon: Shadow Wars,action strategy shooter turnbased general modern modern firstperson tactical modern,3DS
Deathtrap,strategy general,PC
Yomawari: Midnight Shadows,action adventure survival,PlayStation 4
Ancestors Legacy,strategy realtime general,PC
Excitebots: Trick Racing,driving racing general arcade arcade automobile,Wii
Kokuga,action shooter shooter scrolling scrolling shootemup topdown,3DS
Spider-Man: Web of Shadows,action platformer general 2d,DS
Galactic Civilizations: Altarian Prophecy,strategy turnbased realtime scifi 4x,PC
Graceful Explosion Machine,action shooter shootemup horizontal,Switch
UEFA EURO 2008,sports traditional soccer sim,PlayStation 2
Pop Island,action general general,DS
